NIP;TIT;CACA;TRABAJO_A;OBTIENE_BECA;ESTADO;CRE_MAT;CRE_SUP;CRE_SUS;CRE_NP;CRE_MAT_CN;CRE_SUP_CN;CRE_SUS_CN;CRE_NP_CN
577898;156;2016;1;S;;63;58,5;4,5;0;63;58,5;4,5;0
577919;156;2016;0;S;;60;30;30;0;60;30;30;0
577922;156;2016;0;S;;60;24;36;0;60;24;36;0
577906;156;2016;0;S;;60;60;0;0;60;60;0;0
552519;156;2016;0;-;;60;60;0;0;60;60;0;0
519705;156;2016;3;-;;6;6;0;0;6;6;0;0
528950;156;2016;0;S;;60;55,5;4,5;0;60;55,5;4,5;0
552499;156;2016;3;S;;61;61;0;0;61;61;0;0
515358;156;2016;0;-;;55,5;55,5;0;0;55,5;55,5;0;0
515506;156;2016;0;S;;60;60;0;0;60;60;0;0
552238;156;2016;4;S;;60;60;0;0;60;60;0;0
497243;156;2016;1;S;;33;33;0;0;33;33;0;0
552322;156;2016;3;S;;60;54;6;0;60;54;6;0
496874;158;2016;0;-;;30;30;0;0;30;30;0;0
529758;158;2016;0;S;;60;60;0;0;60;60;0;0
552800;158;2016;0;S;;60;60;0;0;60;60;0;0
515017;158;2016;4;-;;42;42;0;0;42;42;0;0
496692;158;2016;0;-;;46,5;46,5;0;0;46,5;46,5;0;0
528790;156;2016;2;S;;63,33;48,33;15;0;63,33;48,33;15;0
528812;156;2016;1;S;;60;6;21;33;60;6;21;33
515515;156;2016;1;S;;30;30;0;0;30;30;0;0
514911;158;2016;0;-;;39;39;0;0;39;39;0;0
552597;182;2016;0;N;;76,5;76,5;0;0;76,5;76,5;0;0
515535;156;2016;0;S;;48;48;0;0;48;48;0;0
554943;156;2016;0;S;;62,5;62,5;0;0;62,5;62,5;0;0
552718;158;2016;0;S;;60;60;0;0;60;60;0;0
552286;156;2016;4;S;;60;60;0;0;60;60;0;0
552376;156;2016;0;S;;61;56,5;4,5;0;61;56,5;4,5;0
528831;156;2016;0;S;;54;45;9;0;54;45;9;0
528960;156;2016;0;-;;60;60;0;0;60;60;0;0
497412;156;2016;1;S;;12;12;0;0;12;12;0;0
552235;156;2016;0;-;;60;60;0;0;60;60;0;0
532449;156;2016;4;N;;64,5;64,5;0;0;64,5;64,5;0;0
552432;156;2016;0;-;;62,5;62,5;0;0;62,5;62,5;0;0
528840;156;2016;0;-;;61,5;33;9;19,5;61,5;33;9;19,5
529007;156;2016;0;-;;60;54;6;0;60;54;6;0
7380;156;2016;3;-;;12;12;0;0;12;12;0;0
552237;156;2016;3;-;;49;49;0;0;49;49;0;0
497211;156;2016;4;S;;22,5;18;4,5;0;22,5;18;4,5;0
515007;158;2016;0;-;;58,5;58,5;0;0;58,5;58,5;0;0
515707;156;2016;1;S;;55,5;24;31,5;0;55,5;24;31,5;0
458688;156;2016;2;-;;52,5;52,5;0;0;52,5;52,5;0;0
515627;156;2016;3;-;;40,5;40,5;0;0;40,5;40,5;0;0
497271;156;2016;0;-;;49,5;28,5;21;0;49,5;28,5;21;0
515737;156;2016;3;-;;55,5;24;31,5;0;55,5;24;31,5;0
515004;158;2016;0;-;;58,5;58,5;0;0;58,5;58,5;0;0
555330;156;2016;4;S;;60;60;0;0;60;60;0;0
577886;156;2016;0;S;;60;54;6;0;60;54;6;0
574192;156;2016;1;N;;54;12;42;0;54;12;42;0
552223;156;2016;3;S;;61;61;0;0;61;61;0;0
552698;158;2016;3;S;;60;60;0;0;60;60;0;0
479046;156;2016;4;S;;34,5;25,5;4,5;4,5;34,5;25,5;4,5;4,5
552274;156;2016;1;S;;66,5;32;19,5;15;66,5;32;19,5;15
552754;158;2016;2;N;;60;54;6;0;60;54;6;0
496679;158;2016;0;-;;31,5;31,5;0;0;31,5;31,5;0;0
554942;156;2016;3;S;;60,5;60,5;0;0;60,5;60,5;0;0
533637;158;2016;3;-;;63;63;0;0;63;63;0;0
533813;156;2016;0;S;;63;48;15;0;63;48;15;0
515458;156;2016;1;S;;60;45;15;0;60;45;15;0
478509;158;2016;0;-;;13,5;13,5;0;0;13,5;13,5;0;0
515418;156;2016;4;-;;67,5;46,5;12;9;67,5;46,5;12;9
528930;156;2016;0;-;;63;45;18;0;63;45;18;0
574017;156;2016;0;S;;60;60;0;0;60;60;0;0
515402;156;2016;1;S;;42;42;0;0;42;42;0;0
552510;156;2016;0;S;;61;61;0;0;61;61;0;0
514992;158;2016;4;N;;34,5;34,5;0;0;34,5;34,5;0;0
515560;156;2016;0;-;;25,5;25,5;0;0;25,5;25,5;0;0
496678;158;2016;0;N;;7,5;7,5;0;0;7,5;7,5;0;0
515373;156;2016;4;N;;30;30;0;0;30;30;0;0
552328;156;2016;0;-;;56,5;56,5;0;0;56,5;56,5;0;0
552445;156;2016;3;S;;61;61;0;0;61;61;0;0
515422;156;2016;0;-;;42;42;0;0;42;42;0;0
498522;156;2016;3;S;;60;60;0;0;60;60;0;0
511013;156;2016;4;S;;32;32;0;0;32;32;0;0
552588;182;2016;0;-;;75;75;0;0;75;75;0;0
515393;156;2016;0;-;;42;42;0;0;42;42;0;0
497213;156;2016;3;N;;39;34,5;4,5;0;39;34,5;4,5;0
552201;156;2016;4;S;;67;67;0;0;67;67;0;0
515473;156;2016;1;S;;45,5;36,5;9;0;45,5;36,5;9;0
528805;156;2016;1;S;;61,5;55,5;6;0;61,5;55,5;6;0
529792;158;2016;0;N;;69;69;0;0;69;69;0;0
552343;156;2016;1;S;;55;50,5;4,5;0;55;50,5;4,5;0
497921;156;2016;2;-;;37,5;37,5;0;0;37,5;37,5;0;0
552577;182;2016;0;-;;75;75;0;0;75;75;0;0
552354;156;2016;0;-;;0,5;0,5;0;0;0,5;0,5;0;0
515539;156;2016;0;S;;55,5;55,5;0;0;55,5;55,5;0;0
552624;158;2016;0;-;;60;49,5;10,5;0;60;49,5;10,5;0
529797;158;2016;0;-;;58,5;52,5;6;0;58,5;52,5;6;0
479136;156;2016;3;N;;43,5;43,5;0;0;43,5;43,5;0;0
577881;156;2016;1;S;;60;30;30;0;60;30;30;0
577889;156;2016;0;S;;48;48;0;0;48;48;0;0
577907;156;2016;3;-;;60;48;12;0;60;48;12;0
515444;156;2016;0;N;;55,5;55,5;0;0;55,5;55,5;0;0
462229;156;2016;4;-;;16,5;16,5;0;0;16,5;16,5;0;0
552612;158;2016;2;S;;60;54;6;0;60;54;6;0
516646;156;2016;0;S;;39;39;0;0;39;39;0;0
515474;156;2016;4;-;;52,5;48;0;4,5;52,5;48;0;4,5
515537;156;2016;4;-;;54;43,5;10,5;0;54;43,5;10,5;0
515551;156;2016;4;S;;42;42;0;0;42;42;0;0
528914;156;2016;0;-;;60;60;0;0;60;60;0;0
514950;158;2016;0;-;;61,5;61,5;0;0;61,5;61,5;0;0
479133;156;2016;4;-;;12;12;0;0;12;12;0;0
515453;156;2016;4;-;;75;75;0;0;75;75;0;0
552638;158;2016;1;-;;60;60;0;0;60;60;0;0
494494;156;2016;0;S;;60;60;0;0;60;60;0;0
533790;156;2016;1;S;;54;54;0;0;54;54;0;0
552723;158;2016;1;S;;54;54;0;0;54;54;0;0
502022;156;2016;4;-;;60;60;0;0;60;60;0;0
527196;158;2016;0;-;;60;60;0;0;60;60;0;0
515080;158;2016;0;S;;46,5;46,5;0;0;46,5;46,5;0;0
552595;182;2016;0;-;;67,5;61,5;0;6;67,5;61,5;0;6
529788;158;2016;4;S;;60;55,5;4,5;0;60;55,5;4,5;0
515588;156;2016;4;N;;42;42;0;0;42;42;0;0
458416;156;2016;3;-;;55,5;55,5;0;0;55,5;55,5;0;0
552503;156;2016;0;-;;61;61;0;0;61;61;0;0
528838;156;2016;0;-;;60;60;0;0;60;60;0;0
552314;156;2016;4;S;;60,5;60,5;0;0;60,5;60,5;0;0
529020;156;2016;1;S;;60;60;0;0;60;60;0;0
528878;156;2016;0;S;;60;60;0;0;60;60;0;0
552437;156;2016;1;S;;60;60;0;0;60;60;0;0
529039;156;2016;0;-;;60;60;0;0;60;60;0;0
532443;156;2016;0;S;;60;60;0;0;60;60;0;0
512361;156;2016;3;-;;60;55,5;4,5;0;60;55,5;4,5;0
528737;156;2016;4;S;;58,5;42;16,5;0;58,5;42;16,5;0
498473;156;2016;0;-;;43,5;43,5;0;0;43,5;43,5;0;0
478986;156;2016;0;-;;18;18;0;0;18;18;0;0
517229;156;2016;4;S;;46,5;46,5;0;0;46,5;46,5;0;0
574125;156;2016;0;S;;60;6;54;0;60;6;54;0
542731;158;2016;;-;;60;6;24;30;60;6;24;30
577877;156;2016;3;-;;60;42;18;0;60;42;18;0
577924;156;2016;1;-;;60;54;6;0;60;54;6;0
552973;156;2016;0;N;;60;42;18;0;60;42;18;0
502110;156;2016;1;S;;60;43,5;12;4,5;60;43,5;12;4,5
515609;156;2016;4;S;;45;45;0;0;45;45;0;0
497616;156;2016;0;S;;51;24;27;0;51;24;27;0
254647;158;2016;0;-;;60;54;6;0;60;54;6;0
529025;156;2016;1;S;;60;60;0;0;60;60;0;0
515347;156;2016;4;-;;51;51;0;0;51;51;0;0
497184;156;2016;0;S;;12;12;0;0;12;12;0;0
497162;156;2016;0;-;;18;18;0;0;18;18;0;0
528819;156;2016;3;S;;60;60;0;0;60;60;0;0
529996;156;2016;3;-;;61,5;61,5;0;0;61,5;61,5;0;0
515419;156;2016;0;S;;54;39;15;0;54;39;15;0
529018;156;2016;0;N;;51;51;0;0;51;51;0;0
552398;156;2016;0;-;;60;39;15;6;60;39;15;6
514975;158;2016;0;-;;52,5;52,5;0;0;52,5;52,5;0;0
492873;156;2016;0;S;;54;28,5;25,5;0;54;28,5;25,5;0
499141;158;2016;4;-;;10,5;0;10,5;0;10,5;0;10,5;0
515100;158;2016;3;S;;52,5;40,5;12;0;52,5;40,5;12;0
552327;156;2016;4;N;;40,5;0;10,5;30;40,5;0;10,5;30
529022;156;2016;0;S;;54;54;0;0;54;54;0;0
483795;156;2016;3;N;;62,5;56,5;6;0;62,5;56,5;6;0
552631;158;2016;0;N;;60;60;0;0;60;60;0;0
529646;158;2016;0;-;;60,66;60,66;0;0;60,66;60,66;0;0
552694;158;2016;0;-;;60;60;0;0;60;60;0;0
554966;156;2016;0;S;;60;42;13,5;4,5;60;42;13,5;4,5
513265;156;2016;1;S;;60;60;0;0;60;60;0;0
552569;182;2016;3;-;;69;54;15;0;69;54;15;0
552320;156;2016;0;S;;61;61;0;0;61;61;0;0
532441;156;2016;0;-;;60;19,5;40,5;0;60;19,5;40,5;0
528886;156;2016;0;-;;60;43,5;16,5;0;60;43,5;16,5;0
515574;156;2016;4;S;;30;30;0;0;30;30;0;0
552219;156;2016;0;S;;61;61;0;0;61;61;0;0
528986;156;2016;4;-;;54;54;0;0;54;54;0;0
501236;158;2016;0;-;;7,5;7,5;0;0;7,5;7,5;0;0
552711;158;2016;4;S;;60;42;18;0;60;42;18;0
517231;156;2016;4;S;;43;43;0;0;43;43;0;0
529676;158;2016;1;S;;60;36;24;0;60;36;24;0
515437;156;2016;4;-;;46,5;46,5;0;0;46,5;46,5;0;0
515621;156;2016;0;S;;60;51;9;0;60;51;9;0
515486;156;2016;0;N;;36;30;0;6;36;30;0;6
497161;156;2016;0;N;;46,5;46,5;0;0;46,5;46,5;0;0
511087;156;2016;3;-;;52,5;48;0;4,5;52,5;48;0;4,5
478553;158;2016;4;N;;4,5;4,5;0;0;4,5;4,5;0;0
528913;156;2016;0;S;;60;34,5;25,5;0;60;34,5;25,5;0
528887;156;2016;1;S;;33;33;0;0;33;33;0;0
528852;156;2016;0;-;;60;60;0;0;60;60;0;0
528989;156;2016;0;S;;60;60;0;0;60;60;0;0
528770;156;2016;4;S;;60;60;0;0;60;60;0;0
552366;156;2016;2;S;;60;60;0;0;60;60;0;0
574052;156;2016;0;S;;60;60;0;0;60;60;0;0
574255;156;2016;3;S;;54;54;0;0;54;54;0;0
577883;156;2016;0;-;;60;30;30;0;60;30;30;0
552226;156;2016;0;S;;60;60;0;0;60;60;0;0
529012;156;2016;4;S;;60;60;0;0;60;60;0;0
552704;158;2016;4;S;;36;30;6;0;36;30;6;0
552700;158;2016;0;-;;54;54;0;0;54;54;0;0
479246;156;2016;3;-;;29;29;0;0;29;29;0;0
552751;158;2016;0;N;;60;60;0;0;60;60;0;0
552377;156;2016;1;S;;61;50,5;10,5;0;61;50,5;10,5;0
529029;156;2016;0;-;;61,5;42;19,5;0;61,5;42;19,5;0
514952;158;2016;0;S;;36;36;0;0;36;36;0;0
471073;158;2016;4;S;;60;60;0;0;60;60;0;0
515632;156;2016;0;S;;42;42;0;0;42;42;0;0
528907;156;2016;0;N;;60;55,5;4,5;0;60;55,5;4,5;0
532624;158;2016;2;-;;49,5;31,5;12;6;49,5;31,5;12;6
416898;158;2016;0;-;;4,5;4,5;0;0;4,5;4,5;0;0
515582;156;2016;3;S;;60;37,5;22,5;0;60;37,5;22,5;0
514990;158;2016;3;S;;45;45;0;0;45;45;0;0
525532;156;2016;3;S;;55,5;0;22,5;33;55,5;0;22,5;33
574149;156;2016;0;S;;60;48;12;0;60;48;12;0
577921;156;2016;0;-;B;24;0;24;0;24;0;24;0
574228;156;2016;0;-;;30;12;6;12;30;12;6;12
496057;156;2016;4;-;;22,5;16,5;6;0;22,5;16,5;6;0
552440;156;2016;0;-;;61;61;0;0;61;61;0;0
552309;156;2016;1;S;;61;40;21;0;61;40;21;0
552357;156;2016;0;-;;61;40;21;0;61;40;21;0
515013;158;2016;1;-;;4,5;4,5;0;0;4,5;4,5;0;0
516887;156;2016;4;N;;60;45;15;0;60;45;15;0
528775;156;2016;3;S;;51;51;0;0;51;51;0;0
515434;156;2016;2;S;;42;42;0;0;42;42;0;0
552198;156;2016;1;-;;60;60;0;0;60;60;0;0
552637;158;2016;0;-;;60;60;0;0;60;60;0;0
515377;156;2016;1;-;;39;39;0;0;39;39;0;0
552214;156;2016;0;S;;61;61;0;0;61;61;0;0
515426;156;2016;4;S;;46,5;42;4,5;0;46,5;42;4,5;0
478547;158;2016;1;-;;7,5;7,5;0;0;7,5;7,5;0;0
515542;156;2016;0;S;;42;42;0;0;42;42;0;0
528764;156;2016;0;S;;61;61;0;0;61;61;0;0
552822;158;2016;2;S;;60;60;0;0;60;60;0;0
529745;158;2016;1;S;;60;60;0;0;60;60;0;0
512325;156;2016;0;-;;42;42;0;0;42;42;0;0
529782;158;2016;0;-;;60;60;0;0;60;60;0;0
515045;158;2016;4;-;;21;21;0;0;21;21;0;0
515442;156;2016;0;S;;60;60;0;0;60;60;0;0
552287;156;2016;0;S;;62;62;0;0;62;62;0;0
478534;158;2016;0;-;;7,5;7,5;0;0;7,5;7,5;0;0
552734;158;2016;0;-;;60;60;0;0;60;60;0;0
528952;156;2016;0;-;;54;54;0;0;54;54;0;0
552202;156;2016;0;S;;61,5;61,5;0;0;61,5;61,5;0;0
529777;158;2016;0;S;;60;54;0;6;60;54;0;6
552728;158;2016;0;S;;54;48;6;0;54;48;6;0
497235;156;2016;3;-;;31,5;31,5;0;0;31,5;31,5;0;0
480325;156;2016;0;-;;16,5;16,5;0;0;16,5;16,5;0;0
515634;156;2016;4;-;;60;54;6;0;60;54;6;0
528968;156;2016;0;-;;54,5;54,5;0;0;54,5;54,5;0;0
527859;156;2016;4;-;;60;60;0;0;60;60;0;0
552665;158;2016;2;S;;61,2;61,2;0;0;61,2;61,2;0;0
498234;156;2016;2;S;;60;19,5;36;4,5;60;19,5;36;4,5
498464;156;2016;1;S;;34,5;19,5;15;0;34,5;19,5;15;0
461141;156;2016;0;-;;9;4,5;0;4,5;9;4,5;0;4,5
532415;156;2016;4;S;;60;45;15;0;60;45;15;0
574237;156;2016;0;S;;60;54;6;0;60;54;6;0
552788;158;2016;3;S;;60;60;0;0;60;60;0;0
65890;156;2016;0;S;;16,5;16,5;0;0;16,5;16,5;0;0
528788;156;2016;3;N;;54;54;0;0;54;54;0;0
529643;158;2016;0;S;;60;60;0;0;60;60;0;0
498496;156;2016;0;-;;19,5;19,5;0;0;19,5;19,5;0;0
514208;156;2016;4;-;;33;28,5;4,5;0;33;28,5;4,5;0
495665;156;2016;4;-;;60;40,5;10,5;9;60;40,5;10,5;9
496674;158;2016;0;-;;4,5;4,5;0;0;4,5;4,5;0;0
497266;156;2016;4;S;;38;29;0;9;38;29;0;9
514915;158;2016;0;-;;4,5;4,5;0;0;4,5;4,5;0;0
498378;156;2016;4;-;;62,5;58;4,5;0;62,5;58;4,5;0
480865;156;2016;4;S;;10,5;4,5;6;0;10,5;4,5;6;0
479026;156;2016;4;-;;9;0;0;9;9;0;0;9
512332;156;2016;0;-;;49,5;33;16,5;0;49,5;33;16,5;0
552501;156;2016;0;N;;58,5;58,5;0;0;58,5;58,5;0;0
552803;158;2016;3;S;;60;42;18;0;60;42;18;0
515429;156;2016;0;-;;42;42;0;0;42;42;0;0
515507;156;2016;4;S;;56;56;0;0;56;56;0;0
528752;156;2016;4;S;;60;60;0;0;60;60;0;0
496868;158;2016;3;-;;9;9;0;0;9;9;0;0
462584;156;2016;4;-;;31,5;31,5;0;0;31,5;31,5;0;0
552316;156;2016;0;N;;61;61;0;0;61;61;0;0
528841;156;2016;0;S;;54;54;0;0;54;54;0;0
552580;182;2016;4;-;;75;75;0;0;75;75;0;0
514988;158;2016;3;N;;45;45;0;0;45;45;0;0
528842;156;2016;1;S;;60;60;0;0;60;60;0;0
496850;158;2016;3;S;;7,5;7,5;0;0;7,5;7,5;0;0
552780;158;2016;0;-;;60;60;0;0;60;60;0;0
529041;156;2016;0;S;;60;51;9;0;60;51;9;0
552435;156;2016;0;N;;61;61;0;0;61;61;0;0
552271;156;2016;0;S;;61;61;0;0;61;61;0;0
532395;156;2016;0;S;;60;34,5;25,5;0;60;34,5;25,5;0
552247;156;2016;1;S;;61;61;0;0;61;61;0;0
552516;156;2016;3;-;;60;60;0;0;60;60;0;0
528806;156;2016;3;S;;45;9;36;0;45;9;36;0
552506;156;2016;3;-;;28,5;28,5;0;0;28,5;28,5;0;0
497606;156;2016;2;N;;0,54;0,54;0;0;0,54;0,54;0;0
552336;156;2016;0;N;;25;25;0;0;25;25;0;0
529815;158;2016;2;S;;66;66;0;0;66;66;0;0
479158;156;2016;1;-;;12;12;0;0;12;12;0;0
439882;156;2016;4;N;;51;21;13,5;16,5;51;21;13,5;16,5
460890;156;2016;4;-;;16,5;16,5;0;0;16,5;16,5;0;0
552240;156;2016;2;-;;30;30;0;0;30;30;0;0
552284;156;2016;0;-;;31;31;0;0;31;31;0;0
515407;156;2016;0;N;;40,5;25,5;10,5;4,5;40,5;25,5;10,5;4,5
554930;156;2016;1;-;B;11;5;6;0;11;5;6;0
552405;156;2016;0;-;;12;12;0;0;12;12;0;0
554965;156;2016;1;-;B;0,5;0,5;0;0;0,5;0,5;0;0
496719;158;2016;4;-;;42;36;6;0;42;36;6;0
532398;156;2016;4;N;;42;30;12;0;42;30;12;0
532393;156;2016;1;N;;61,5;45;16,5;0;61,5;45;16,5;0
497446;156;2016;4;N;;45;6;15;24;45;6;15;24
496876;158;2016;0;-;;52,5;52,5;0;0;52,5;52,5;0;0
529685;158;2016;0;-;;60,66;60,66;0;0;60,66;60,66;0;0
496693;158;2016;4;-;;52,5;34,5;18;0;52,5;34,5;18;0
515541;156;2016;1;N;;63;40,5;22,5;0;63;40,5;22,5;0
552427;156;2016;0;-;;33,5;33,5;0;0;33,5;33,5;0;0
515512;156;2016;4;-;;49,5;4,5;45;0;49,5;4,5;45;0
579181;158;2016;1;-;;60;42;18;0;60;42;18;0
439660;156;2016;0;-;;49,5;49,5;0;0;49,5;49,5;0;0
552296;156;2016;0;N;;25;25;0;0;25;25;0;0
570733;156;2016;;-;;25,5;21;0;4,5;25,5;21;0;4,5
497350;156;2016;0;-;;12;12;0;0;12;12;0;0
552308;156;2016;0;S;;50,5;50,5;0;0;50,5;50,5;0;0
552421;156;2016;4;N;;32,5;32,5;0;0;32,5;32,5;0;0
552671;158;2016;0;N;;60;60;0;0;60;60;0;0
573932;156;2016;0;-;;60;42;18;0;60;42;18;0
530383;156;2016;3;S;;60;30;30;0;60;30;30;0
515056;158;2016;3;-;;22,5;6;6;10,5;22,5;6;6;10,5
484657;156;2016;0;-;;27;27;0;0;27;27;0;0
555006;158;2016;0;N;;60;42;18;0;60;42;18;0
498239;156;2016;1;-;;49,5;15;25,5;9;49,5;15;25,5;9
478985;156;2016;2;N;;51;34,5;16,5;0;51;34,5;16,5;0
379716;158;2016;4;-;;18;0;0;18;18;0;0;18
515545;156;2016;3;-;;60;48;12;0;60;48;12;0
578983;158;2016;1;S;;60;54;6;0;60;54;6;0
569802;156;2016;;-;;31,5;4,5;4,5;22,5;31,5;4,5;4,5;22,5
567724;156;2016;1;S;;48,5;29;19,5;0;48,5;29;19,5;0
515610;156;2016;0;N;;49,5;49,5;0;0;49,5;49,5;0;0
24442;156;2016;3;-;;21;0;4,5;16,5;21;0;4,5;16,5
498462;156;2016;4;-;;51;9;30;12;51;9;30;12
174982;156;2016;4;-;;21;0;6;15;21;0;6;15
461807;156;2016;4;-;;58,5;25,5;33;0;58,5;25,5;33;0
571138;158;2016;;-;;58,5;52,5;6;0;58,5;52,5;6;0
569260;156;2016;;-;;52,5;39;9;4,5;52,5;39;9;4,5
569444;156;2016;;-;;34,5;30;0;4,5;34,5;30;0;4,5
570892;158;2016;;-;;21;21;0;0;21;21;0;0
273922;156;2016;4;N;;24;0;0;24;24;0;0;24
461125;156;2016;0;-;;37,5;0;10,5;27;37,5;0;10,5;27
516576;158;2016;0;N;;60;48;12;0;60;48;12;0
552481;156;2016;4;-;;37,5;37,5;0;0;37,5;37,5;0;0
515066;158;2016;3;-;;63;45;18;0;63;45;18;0
515585;156;2016;4;N;;61,5;46,5;15;0;61,5;46,5;15;0
415488;156;2016;3;-;;36;36;0;0;36;36;0;0
456605;156;2016;0;-;;12;12;0;0;12;12;0;0
515025;158;2016;2;-;;4,5;4,5;0;0;4,5;4,5;0;0
577947;158;2016;0;S;;60;60;0;0;60;60;0;0
577788;158;2016;0;-;;60,33;60,33;0;0;60,33;60,33;0;0
478512;158;2016;0;-;;7,5;7,5;0;0;7,5;7,5;0;0
478596;158;2016;2;-;;7,5;7,5;0;0;7,5;7,5;0;0
497231;156;2016;0;-;;12;12;0;0;12;12;0;0
439440;156;2016;0;-;;12;12;0;0;12;12;0;0
532654;156;2016;0;S;;43;37;6;0;43;37;6;0
552446;156;2016;0;S;;62,5;62,5;0;0;62,5;62,5;0;0
515534;156;2016;3;N;;24;10,5;9;4,5;24;10,5;9;4,5
501868;156;2016;4;-;;45;10,5;25,5;9;45;10,5;25,5;9
552526;156;2016;0;-;;25;25;0;0;25;25;0;0
461298;156;2016;4;-;;25,5;25,5;0;0;25,5;25,5;0;0
460894;156;2016;4;-;;25,5;16,5;9;0;25,5;16,5;9;0
528742;156;2016;4;-;;48;48;0;0;48;48;0;0
552719;158;2016;0;N;;57;10,5;28,5;18;57;10,5;28,5;18
512336;156;2016;0;N;;46,5;30;10,5;6;46,5;30;10,5;6
379704;158;2016;4;-;;18;12;6;0;18;12;6;0
512221;158;2016;2;N;;40,5;34,5;6;0;40,5;34,5;6;0
516569;156;2016;0;N;;42;42;0;0;42;42;0;0
445068;158;2016;0;-;;18;18;0;0;18;18;0;0
460853;156;2016;0;-;;4,5;0;0;4,5;4,5;0;0;4,5
533585;156;2016;2;N;;27;27;0;0;27;27;0;0
479004;156;2016;4;-;;12;12;0;0;12;12;0;0
581207;156;2016;3;S;;48;48;0;0;48;48;0;0
480856;156;2016;4;-;;27;21;6;0;27;21;6;0
458328;158;2016;4;-;;7,5;7,5;0;0;7,5;7,5;0;0
498486;156;2016;4;-;;49,5;34,5;15;0;49,5;34,5;15;0
497334;156;2016;4;S;;45;45;0;0;45;45;0;0
516605;158;2016;0;-;;52,5;34,5;18;0;52,5;34,5;18;0
552273;156;2016;2;N;;64;23,5;40,5;0;64;23,5;40,5;0
552528;156;2016;0;N;;34,5;16,5;18;0;34,5;16,5;18;0
514904;158;2016;0;-;;57;51;6;0;57;51;6;0
515509;156;2016;4;-;;54;45;9;0;54;45;9;0
242386;158;2016;4;-;;22,5;16,5;0;6;22,5;16,5;0;6
578788;156;2016;4;S;;48;4,5;15;28,5;48;4,5;15;28,5
528902;156;2016;4;-;;61,5;46,5;15;0;61,5;46,5;15;0
554979;156;2016;3;N;;25;25;0;0;25;25;0;0
379070;156;2016;0;-;;12;12;0;0;12;12;0;0
496684;158;2016;0;-;;7,5;7,5;0;0;7,5;7,5;0;0
509066;156;2016;4;-;;21;16,5;4,5;0;21;16,5;4,5;0
445249;158;2016;4;-;;7,5;7,5;0;0;7,5;7,5;0;0
313935;156;2016;0;N;;54;31,5;12;10,5;54;31,5;12;10,5
552441;156;2016;1;-;;29,5;29,5;0;0;29,5;29,5;0;0
552425;156;2016;3;N;;23,5;23,5;0;0;23,5;23,5;0;0
387330;156;2016;4;-;;10,5;10,5;0;0;10,5;10,5;0;0
528743;156;2016;4;S;;64,5;42;22,5;0;64,5;42;22,5;0
63645;156;2016;4;N;;12;12;0;0;12;12;0;0
479042;156;2016;0;N;;12;12;0;0;12;12;0;0
515363;156;2016;3;S;;49,5;18;27;4,5;49,5;18;27;4,5
515359;156;2016;4;S;;58,5;42;10,5;6;58,5;42;10,5;6
529010;156;2016;3;S;;61,5;45;16,5;0;61,5;45;16,5;0
496128;156;2016;0;S;;9;4,5;4,5;0;9;4,5;4,5;0
478996;156;2016;3;S;;40,5;36;4,5;0;40,5;36;4,5;0
512329;156;2016;0;S;;45;45;0;0;45;45;0;0
439773;156;2016;4;N;;13,5;9;0;4,5;13,5;9;0;4,5
552628;158;2016;0;S;;60;42;18;0;60;42;18;0
533642;156;2016;0;N;;61,5;42;19,5;0;61,5;42;19,5;0
462179;156;2016;4;-;B;36;4,5;6;25,5;36;4,5;6;25,5
496706;158;2016;4;N;;34,5;34,5;0;0;34,5;34,5;0;0
497358;156;2016;0;-;;45;25,5;19,5;0;45;25,5;19,5;0
552761;158;2016;0;-;;60;48;12;0;60;48;12;0
483658;158;2016;0;-;;4,5;4,5;0;0;4,5;4,5;0;0
416893;158;2016;4;-;;6;6;0;0;6;6;0;0
496779;158;2016;0;-;;18;18;0;0;18;18;0;0
568540;158;2016;;-;;49,5;39;10,5;0;49,5;39;10,5;0
569742;158;2016;;-;;24;18;0;6;24;18;0;6
569442;158;2016;;-;;27;27;0;0;27;27;0;0
580056;158;2016;0;-;;60;24;36;0;60;24;36;0
580057;158;2016;0;-;;60;12;48;0;60;12;48;0
331138;156;2016;4;-;;25,5;10,5;10,5;4,5;25,5;10,5;10,5;4,5
496015;158;2016;1;N;;7,5;7,5;0;0;7,5;7,5;0;0
552768;158;2016;0;S;;60;54;6;0;60;54;6;0
552474;156;2016;0;-;;53,5;49;4,5;0;53,5;49;4,5;0
516379;156;2016;1;S;;63;22,5;40,5;0;63;22,5;40,5;0
497182;156;2016;4;-;;60;37,5;22,5;0;60;37,5;22,5;0
552267;156;2016;1;-;;52,5;31,5;21;0;52,5;31,5;21;0
515472;156;2016;0;-;;61,5;25,5;36;0;61,5;25,5;36;0
580324;158;2016;0;N;;60;60;0;0;60;60;0;0
570115;156;2016;;-;;25,5;15;4,5;6;25,5;15;4,5;6
552811;158;2016;3;-;;54;48;6;0;54;48;6;0
386508;156;2016;0;-;;28,5;28,5;0;0;28,5;28,5;0;0
552522;156;2016;3;S;;65,5;53,5;12;0;65,5;53,5;12;0
479212;156;2016;3;N;;40,5;28,5;12;0;40,5;28,5;12;0
517359;156;2016;0;N;;12;12;0;0;12;12;0;0
465275;158;2016;0;-;;19,5;19,5;0;0;19,5;19,5;0;0
496715;158;2016;0;-;;12;12;0;0;12;12;0;0
496830;158;2016;0;-;;30;9;6;15;30;9;6;15
